,Page URL,Name,Description,Amount
809,https://www.rockefellerfoundation.org/grant/grant-2016-385/,2016,in support of developing green coupons to quantify the carbon impact of projects financed through green bonds,"$275,000"
811,https://www.rockefellerfoundation.org/grant/grant-2016-454/,2016,"toward the costs of the “India Energy Access Summit 2016” to be held in Delhi, India, August 2016","$33,000"
812,https://www.rockefellerfoundation.org/grant/grant-2016-240/,2016,"in support of producing a feature length documentary film, “Wasted,” and a corresponding awareness campaign and educational curriculum to highlight efforts to reduce food waste","$4,164,766"
813,https://www.rockefellerfoundation.org/grant/grant-2016-449/,2016,"in support of preparations for a convening focused on identifying critical patterns, tensions, and progress in resilience practice and theory in order to strengthen future applications of resilience, to be held at the Rockefeller Foundation Bellagio Center, May 2017","$155,000"
814,https://www.rockefellerfoundation.org/grant/grant-2016-436/,2016,"in support of organizing and facilitating a convening focused on resilience, credit rating, and insurance to be held at the Rockefeller Foundation Bellagio Center, August 2016","$149,990"
815,https://www.rockefellerfoundation.org/grant/grant-2016-468/,2016,toward the costs of producing research products that build the understanding of the potential for market-based solutions to benefit the poor or vulnerable,"$100,000"
816,https://www.rockefellerfoundation.org/grant/grant-fsg-2016-11/,FSG 2016,"toward the costs of its Shared Value Initiative, to continue to develop the concept of “shared value” and promote it as a guiding philosophy and core business practice that drives innovation by addressing social needs","$300,000"
817,https://www.rockefellerfoundation.org/grant/grant-2016-430/,2016,in support of completing of a feature-length documentary on global urbanization through the lens of Jane Jacobs,"$404,000"
818,https://www.rockefellerfoundation.org/grant/grant-world-bank-2016-6/,World Bank 2016,in support of developing and piloting an operational framework for financing preparedness in ways that leverage the building of resilient health systems,"$1,000,000"
819,https://www.rockefellerfoundation.org/grant/grant-2016-463/,2016,in support of using data science tools to identify signals of dynamism around the problems affecting poor or vulnerable people,"$175,000"
821,https://www.rockefellerfoundation.org/grant/grant-aspen-institute-2016-5/,Aspen Institute 2016,"toward the costs of its 2016 Aspen Ideas Festival and Spotlight Health convening to be held in Aspen, Colorado, June 2016","$250,000"
822,https://www.rockefellerfoundation.org/grant/grant-2016-261/,2016,in support of developing and managing a “Future Cities Accelerator” challenge and fund targeting next generation changemakers who create innovative solutions to key problem spaces facing cities,"$1,825,000"
823,https://www.rockefellerfoundation.org/grant/grant-2016-218/,2016,"in support of developing, administering and launching a Global Impact Sourcing Coalition to support wide-scale adoption of Impact Sourcing as an inclusive hiring practice in the Business Process Outsourcing industry","$450,000"
824,https://www.rockefellerfoundation.org/grant/grant-2016-217/,2016,in support of refining the global business case for Impact Sourcing with a focus on South Africa,"$115,000"
825,https://www.rockefellerfoundation.org/grant/grant-2016-219/,2016,"in support of developing, sharing and scaling best-in-class models of Demand Driven Training in South Africa","$649,742"
826,https://www.rockefellerfoundation.org/grant/grant-2016-255/,2016,in continued support of its Impact Fund to identify and nurture documentary film and new media projects that align with the Foundation’s goals of resilience and inclusive economies while implementing a suite of impact resources,"$350,000"
827,https://www.rockefellerfoundation.org/grant/grant-2016-404/,2016,"for use by the “Beyond Zero” campaign in support of creating a new strategic framework to further the campaign’s work toward HIV control and the promotion of maternal, newborn, and children's health in Kenya","$100,000"
828,https://www.rockefellerfoundation.org/grant/grant-2016-440/,2016,in support of providing analysis and strategic support to enable the Rockefeller Foundation’s Revalue Ecosystems grantees to optimize the positioning of and influence from their efforts,"$357,880"
829,https://www.rockefellerfoundation.org/grant/grant-2016-399/,2016,"for use by its Center for Real Estate and Urban Analysis toward the costs of identifying the social equity potential of different neighborhoods in terms of housing, infrastructure and employment opportunities and using the data to inform the Regional Plan Association’s 4th Regional Plan for New York City","$240,000"
830,https://www.rockefellerfoundation.org/grant/grant-results-for-development-2016-2/,Results for Development 2016,"for use by the International Development Innovation Alliance (IDIA), a network of leading development innovation funders, toward the costs of promoting and advancing innovation as a means to help achieve sustainable development with poor or vulnerable populations in the Global South","$500,000"
831,https://www.rockefellerfoundation.org/grant/grant-2016-469/,2016,for use by its India office toward the costs of producing research products that build the strategic knowledge base of the social sector on food loss and waste in South and Southeast Asia,"$435,000"
832,https://www.rockefellerfoundation.org/grant/grant-2016-438/,2016,"in support of communications and community engagement assistance for the National Disaster Resilience Competition winning jurisdictions, and resilience outreach and communications to federal agencies, philanthropic organizations, and private businesses","$305,000"
833,https://www.rockefellerfoundation.org/grant/grant-2016-214/,2016,"in support of an effort to advance the knowledge of the philanthropic sector regarding high-impact implementation approaches, drawing from lessons and examples from foundations, multi-laterals, and the private sector","$400,000"
834,https://www.rockefellerfoundation.org/grant/grant-2016-410/,The Communications Network 2016,"in support of publishing “Change Agent,” a bi-annual print journal on social sector communications","$150,000"
835,https://www.rockefellerfoundation.org/grant/grant-2016-248/,2016,"in support of organizing a convening to surface potential interventions for how philanthropy and the “on-demand” or “gig” economy can work together to make a more inclusive future of work, to be held at the Rockefeller Foundation Bellagio Center, August 2016","$250,000"
836,https://www.rockefellerfoundation.org/grant/grant-2016-465/,2016,in support of identifying compelling opportunities for transformative social impact,"$625,000"
837,https://www.rockefellerfoundation.org/grant/grant-windward-fund-2016-5/,Windward Fund 2016,for use by its Water Funder Initiative toward the costs of developing and coordinating the implementation of six action plans to address water challenges impacting communities and freshwater ecosystems in the U.S. West,"$300,000"
838,https://www.rockefellerfoundation.org/grant/grant-2016-401/,2016,"toward the costs of its 5th International Conference themed, “Transforming Smallholder Agriculture in Africa: The Role of Policy and Governance,” to be held in Addis Ababa, Ethiopia, September 2016","$70,000"
839,https://www.rockefellerfoundation.org/grant/grant-oxfam-america-2016-2/,2016,in support of civil society activity to urge the United Nations Inter-Agency and Expert Group on Sustainable Development Goal Indicators (IAEG-SDG) to adopt a meaningful Universal Health Coverage financial protection indicator,"$99,770"
840,https://www.rockefellerfoundation.org/grant/grant-2016-405/,2016,"in support of developing the “Genuine/Alternative Report on Africa” to showcase a new narrative for the continent based on Africa’s innovation capacity, business and economic opportunity, and availability of talent and skills","$80,000"
841,https://www.rockefellerfoundation.org/grant/grant-2016-437/,2016,in support of securing and enhancing resilience value through the creation of guidelines for measuring the resilience dividend and to present the guidelines at a Resilience Academy,"$556,155"
842,https://www.rockefellerfoundation.org/grant/grant-2016-258/,2016,for use by its FT Live Global Conferences team toward the costs of organizing and co-hosting an “Innovations in Philanthropy” forum on innovative finance to be held in New York City in 2016,"$150,000"
843,https://www.rockefellerfoundation.org/grant/grant-2016-245/,2016,toward the costs of its Forbes Women’s Summit and the launch of the “100x25” campaign,"$200,000"
844,https://www.rockefellerfoundation.org/grant/grant-2016-201/,2016,"for use by its International Institute for Global Health in support of two events promoting planetary health at the United Nations Environment Assembly to be held in Nairobi, Kenya, May 2016","$29,881"
845,https://www.rockefellerfoundation.org/grant/grant-2016-202/,2016,"toward the costs of promoting Universal Health Coverage at its fourth global conference to be held in Copenhagen, Denmark, May 2016","$100,000"
846,https://www.rockefellerfoundation.org/grant/grant-2016-200/,2016,"toward the costs of promoting the role of communities in building resilient health systems at its Cracking the Nut Health conference to be held in Washington, D.C., July 2016","$25,000"
847,https://www.rockefellerfoundation.org/grant/grant-2016-429/,2016,for use by its Center for Financial Inclusion (CFI) toward the costs of the CFI Research Fellows program to investigate ways to extend financial tools and services to those who lack access globally,"$250,000"
848,https://www.rockefellerfoundation.org/grant/grant-national-academy-of-sciences-2016-2/,National Academy of Sciences 2016,for use by its Institute of Medicine toward the costs of assessing the current global health landscape and identifying effective investments in global health initiatives to inform the next presidential administration in the U.S.,"$100,000"
849,https://www.rockefellerfoundation.org/grant/grant-2016-223/,2016,in support of developing knowledge products based on monitoring and evaluation of the Foundation's initiatives in order to support learning practice and thought leadership among the Foundation’s grantees and partners in development and philanthropy,"$200,000"
850,https://www.rockefellerfoundation.org/grant/grant-2016-388/,2016,"in support of monitoring and evaluating the Women’s Livelihood Bond, a replicable social mission bond designed to raise capital to promote economic inclusion and resilience for poor and vulnerable women in South and Southeast Asia","$300,000"
851,https://www.rockefellerfoundation.org/grant/grant-2016-227/,2016,for use by its Martha Farrell Foundation in  support of practical interventions that are committed to achieving a gender-just society and combating gender violence and sexual harassment,"$150,000"
852,https://www.rockefellerfoundation.org/grant/grant-2016-207/,2016,"for use by its Global Health Centre in support of a roundtable and debate intended to make the election of the next World Health Organization Director-General a more open and inclusive process, and to highlight the type of leadership necessary for the current global health landscape","$150,708"
853,https://www.rockefellerfoundation.org/grant/grant-2016-439/,2016,"for use by its Financial Times Live conference division in support of a series of convenings of private sector stakeholders to discuss methods for incorporating natural assets into financial decision making, to be held in New York and London in 2016","$200,000"
854,https://www.rockefellerfoundation.org/grant/grant-2016-456/,2016,"toward the costs of the 2016 National Opportunity Summit, to educate national leaders about the ways in which they can increase economic opportunity in America and create stronger education, training and career pathways for young adults","$500,000"
855,https://www.rockefellerfoundation.org/grant/grant-2016-268/,2016,in support of developing feasibility studies for establishing a private sector led micro-levy on bottled water,"$299,530"
856,https://www.rockefellerfoundation.org/grant/grant-2016-467/,2016,in support of a research and landscape assessment that identifies potential opportunities to create resilient health systems to improve the lives of poor and vulnerable populations,"$445,150"
857,https://www.rockefellerfoundation.org/grant/grant-2016-272/,2016,in support of developing a new financial mechanism for addressing the needs of Syrian refugees,"$500,000"
858,https://www.rockefellerfoundation.org/grant/grant-2016-203/,2016,in support of a series of high-level roundtable discussions to outline the ideal qualities of the next Director-General of the World Health Organization in the context of its evolving role within the global health community,"$75,900"
859,https://www.rockefellerfoundation.org/grant/grant-2016-269/,2016,"for use by its publication ""Foreign Affairs,"" in support of communications activities to raise awareness and build momentum for the Innovative Finance field and its potential to mobilize funding for critical social, economic and environmental challenges","$194,500"
860,https://www.rockefellerfoundation.org/grant/grant-2016-237/,2016,in support of conducting a national campaign to improve the quality of jobs in America by influencing employers to commit to giving their shift employees at least two weeks' notice on their schedules,"$1,660,000"
861,https://www.rockefellerfoundation.org/grant/grant-2016-433/,2016,toward the costs of its “Stand with Congo” campaign to conduct targeted outreach at U.S. universities through film screenings on extractive industry practices in Congo,"$100,000"
862,https://www.rockefellerfoundation.org/grant/grant-africa-centre-2016-2/,Africa Centre 2016,"in support of conducting outreach and selecting African artists as candidates for residencies at the Rockefeller Foundation's Bellagio Center, Italy, and of facilitating a Bellagio alumni engagement event in Nairobi, Kenya","$123,384"
863,https://www.rockefellerfoundation.org/grant/grant-2016-270/,2016,"in support of the scale-up of UNITLIFE, a global innovative financing mechanism to fight chronic malnutrition using revenue from micro-levies on natural resources, and developing an operational strategy for deployment of the capital it raises","$310,000"
864,https://www.rockefellerfoundation.org/grant/grant-2016-249/,2016,in support of conducting public opinion research and developing two videos to support the Foundation’s Inclusive Economies “100x25” campaign as part of the overall “What If” platform,"$195,000"
865,https://www.rockefellerfoundation.org/grant/grant-2016-250/,2016,for use by its Caring Across Generations campaign toward the costs of the “Who Cares” project to catalyze broad-based change in cultural norms and behaviors surrounding caregiving and the care workforce,"$250,000"
866,https://www.rockefellerfoundation.org/grant/grant-2016-222/,2016,"in support of engaging development evaluation leaders to provide practical assistance to Rockefeller Foundation grantees, partners, and initiative teams in order to better plan, articulate outcomes, and impact, monitor, evaluate and report on results","$300,000"
867,https://www.rockefellerfoundation.org/grant/grant-2016-262/,Smithsonian Institution 2016,"for use by its National Museum of Natural History toward the costs of educating the public about the interconnections among animal, human and environmental health through an exhibition and related public programming tentatively titled, “Global Outbreaks! Past and Future”","$500,000"
868,https://www.rockefellerfoundation.org/grant/grant-2016-407/,2016,for use by its Thammasat University Research and Consultancy Institute in support of a study to design an inclusive enterprise and ownership model of a new canal transit system in Bangkok and develop a set of recommendations to inform the Bangkok Metropolitan Administration’s canal upgrading plan,"$125,000"
869,https://www.rockefellerfoundation.org/grant/grant-2016-406/,2016,for use by its Asia Regional Centre in support of two convenings to facilitate dialogues on inclusive economies and an increased commitment to gender inclusion and women’s economic empowerment in the Association of Southeast Asian Nations (ASEAN),"$125,000"
871,https://www.rockefellerfoundation.org/grant/grant-2016-264/,2016,in support of a project to increase funders’ use of innovation concepts to accelerate the pace of social change for poor or vulnerable communities,"$149,468"
872,https://www.rockefellerfoundation.org/grant/grant-harvard-university-2016-3/,Harvard University 2016,for use by its T.H. Chan School of Public Health in support of amplifying the policy impact of the health systems resilience framework through developing evidence-based guidelines for donor investments in resilient health systems,"$109,285"
873,https://www.rockefellerfoundation.org/grant/grant-2016-441/,2016,"in support of the ""Resilience NextGen: New Leaders, New Media,"" convening to be held in Bellagio, Italy, May 2016","$330,000"
874,https://www.rockefellerfoundation.org/grant/grant-2016-253/,2016,"in support of organizing a convening to aid in the development of a long term vision and secure partnership commitments for the adoption, uptake and scaling of the Resilience Digital Experience Project, to be held at The Rockefeller Foundation’s Bellagio Center","$250,000"
875,https://www.rockefellerfoundation.org/grant/grant-urban-institute-2016-8/,Urban Institute 2016,in support of establishing and administering the Janice Nittoli Solutions Fellowship to pair policy practitioners with senior research scholars in order to develop innovative and ambitious solutions to specific research problems,"$1,000,000"
876,https://www.rockefellerfoundation.org/grant/grant-2016-451/,2016,"toward the costs of the ""2016 Sankalp Global Summit: Innovations for the Next 3 Billion,"" to be held in Mumbai, India, April 2016","$30,000"
877,https://www.rockefellerfoundation.org/grant/grant-urban-institute-2016-9/,Urban Institute 2016,"in support of a baseline assessment and evaluation of the U.S. Department of Housing and Development’s National Disaster Resilience Competition and the Foundation’s Resilience Academies, that will enable an expanded sampling framework and a greater focus on resilience knowledge transfer and diffusion","$310,000"
878,https://www.rockefellerfoundation.org/grant/grant-2016-229/,2016,in support of developing a strategy and implementation plan to catalyze the transition to more inclusive and resilient water management systems globally,"$436,800"
879,https://www.rockefellerfoundation.org/grant/grant-2016-242/,2016,"for use by its AndAction project toward the costs of connecting nonprofit cause organizations, the Foundation’s grantees and the Foundation to upcoming film, television and digital content storylines related to social and environmental issues including resilience and inclusive economies","$500,000"
880,https://www.rockefellerfoundation.org/grant/grant-2016-426/,2016,toward the costs of a convening of Indian philanthropic leaders and foundations interested in learning about strategic philanthropy,"$275,000"
881,https://www.rockefellerfoundation.org/grant/grant-2016-432/,2016,"toward the costs of curating and executing the seventh annual Women in the World Summit to be held in New York City, April 2016 and of hosting a luncheon around the launch of the Foundation’s “100 by 2025” campaign","$350,000"
882,https://www.rockefellerfoundation.org/grant/grant-2016-431/,2016,toward the costs of piloting its collaborative programs for youth arts learning in Miami-Dade County,"$50,000"
883,https://www.rockefellerfoundation.org/grant/grant-aspen-institute-2016-4/,Aspen Institute 2016,"toward the costs of the Future of Work Initiative, which aims to strengthen the social contract and protections for independent workers, and to inspire a more inclusive version of 21st-century capitalism in America","$100,000"
884,https://www.rockefellerfoundation.org/grant/grant-2016-256/,2016,in support of developing a prototype to connect and scale The Rockefeller Foundation’s resilience portfolio and community to support the goal of building a field of resilience,"$80,000"
885,https://www.rockefellerfoundation.org/grant/grant-united-nations-foundation-2016-3/,United Nations Foundation 2016,"toward the costs of its Global Commission on Business and Sustainable Development’s efforts to catalyze the broad support of the business community in supporting, shaping, and investing in the critical drivers of sustainable development","$250,000"
886,https://www.rockefellerfoundation.org/grant/grant-2016-421/,2016,"toward the costs of ensuring that immigrant and refugee populations are able to achieve more equitable outcomes in America, by supporting convenings, case studies, and the development of welcoming metrics","$250,000"
887,https://www.rockefellerfoundation.org/grant/grant-2016-396/,2016,"in support of developing and implementing the New York City Cultural Innovation Fund, a grant program to support New York City-based cultural and community organizations to spur cultural innovation in the South Bronx and Central Brooklyn","$1,000,000"
888,https://www.rockefellerfoundation.org/grant/grant-2016-204/,2016,"in support of planning and executing a series of three meetings focused on planetary health at its annual conference, to be held in San Francisco, CA, April 2016","$24,922"
889,https://www.rockefellerfoundation.org/grant/grant-2016-228/,2016,in support of conducting a study of the political economy of water governance and water management as it relates to the potential for reform and the establishment of water markets,"$189,000"
891,https://www.rockefellerfoundation.org/grant/grant-brookings-institution-2016/,Brookings Institution 2016,for use by its Metropolitan Policy Program in support of analyzing the attributes of inclusive economies using U.S. metropolitan areas as a test case,"$100,000"
892,https://www.rockefellerfoundation.org/grant/grant-rockefeller-foundation-donations-2016-2/,Rockefeller Foundation Donations 2016,"to facilitate Rockefeller Foundation donations to charitable organizations through its Matching Gift Program and other similar programs, as well as membership contributions to philanthropic sector organizations","$2,000,000"
893,https://www.rockefellerfoundation.org/grant/grant-vital-research-2016-2/,Vital Research 2016,"in support of monitoring and evaluation activities for the Rockefeller Foundation Bellagio Center, its grantees, residents and conference participants in order to support the adaptive management of the Center and to develop knowledge products on using it to promote global change","$250,000"
894,https://www.rockefellerfoundation.org/grant/grant-2015-223/,2015,in support of developing measurement approaches and indicators for inclusive economies that are holistic and additive to the field,"$74,999"
895,https://www.rockefellerfoundation.org/grant/grant-asia-society-2015-3/,Asia Society 2015,"in support of its “Rockefeller in Asia: Asia Society 60th Anniversary,” a year-long global series of exhibitions, programs and events exploring 60 years of John D. Rockefeller III’s legacy and what it means in Asia, for U.S.-Asia relationships and globally","$335,000"
896,https://www.rockefellerfoundation.org/grant/grant-2015-421/,Rockefeller Philanthropy Advisors 2015,for use by 100 Resilient Cities toward the costs of its global mission to build cities’ capacity to maintain and recover critical functions in the face of shocks and stresses,"$35,000,000"
897,https://www.rockefellerfoundation.org/grant/grant-2015-495/,2015,"toward the costs of influencing the transition to an inclusive and resilient economy through its “100% Human at Work,” “Net-Zero by 2050,” and “Strategic Influencing” initiatives","$500,000"
898,https://www.rockefellerfoundation.org/grant/grant-2015-247/,2015,"in support of developing and executing a high-influence, high-impact convening of global leaders on the theme of resilience at the Rockefeller Foundation Bellagio Center, Italy","$1,500,000"
899,https://www.rockefellerfoundation.org/grant/grant-social-science-research-council-2015-3/,Social Science Research Council 2015,"toward the costs of bringing to scale its Scholarly Borderlands initiative in order to shape the ways in which social science is conducted so that it has long-term effects on the generation, public dissemination, and value of research","$1,000,000"
902,https://www.rockefellerfoundation.org/grant/grant-windward-fund-2015-2/,Windward Fund 2015,"in support of its project, Resilience Measurement Community of Practice, to bring together leading resilience measurement experts and M&amp;E practitioners to advance the practice of resilience measurement and build the evidence base for investments in resilience","$800,000"
903,https://www.rockefellerfoundation.org/grant/grant-2015-239/,2015,"for use by the UN Habitat City Resilience Profiling Programme in support of strengthening advocacy and raising awareness around resilience, urban crises, and cities most at risk, and to support the launch of the Global Alliance for Urban Crises in the run-up to the World Humanitarian Summit to be held in Istanbul, May 2016","$175,000"
904,https://www.rockefellerfoundation.org/grant/grant-rockefeller-philanthropy-advisors-2015-9/,Rockefeller Philanthropy Advisors 2015,for use by its USArtPartners toward the costs of its mission to build social cohesion and address community challenges by way of art,"$250,000"
905,https://www.rockefellerfoundation.org/grant/grant-2015-458/,2015,in support of its free IDNYC membership program that provides New Yorkers of diverse backgrounds with access to the full range of New York City Ballet’s programming,"$65,000"
906,https://www.rockefellerfoundation.org/grant/grant-2015-260/,2015,"toward the costs of a series of in-person and online discussions featuring leaders in business, the arts, politics, sciences, humanities, and philanthropy centered on sharing world-changing ideas, raising challenging issues and inspiring thought to action across the globe","$1,000,000"
907,https://www.rockefellerfoundation.org/grant/grant-candid-2015-5/,Candid 2015,"toward the costs of the Foundation Center 2020 Investment Plan, an effort to build the future of philanthropy by undertaking a series of enterprise level data and technology projects while creating a new generation of products and services for the field","$500,000"
908,https://www.rockefellerfoundation.org/grant/grant-2015-242/,2015,"toward the costs of establishing a global network of southern NGOs working on humanitarian response, recovery and resilience building","$200,000"
909,https://www.rockefellerfoundation.org/grant/grant-2015-480/,2015,toward the costs of launching the Universal Access to Renewable Energy initiative in Rwanda and Kenya to work with a range of partners to scale decentralized renewable energy solutions to accelerate energy access.,"$500,000"
910,https://www.rockefellerfoundation.org/grant/grant-2015-447/,2015,"toward the costs of integrating themes of resilience and inclusive economies into its 2016 cross-country, rail journeys through the use of storytelling, mentorship, site visits and roundtable discussions","$100,000"
911,https://www.rockefellerfoundation.org/grant/grant-jazz-at-lincoln-center-2015-3/,Jazz at Lincoln Center 2015,"toward the costs of expanding its “Jazz for Young People: The Resilient Cities Tour” in New York City and scaling the program to additional cities globally in an effort to inform students about jazz and its musical, historical and cultural impact on building resilient communities","$1,000,000"
912,https://www.rockefellerfoundation.org/grant/grant-2015-411/,Research Foundation of the City University of New York 2015,"for use by its Institute for State and Local Governance in support of continuing its Equality Indicators project in New York City with additional focus on improving disparities in health and justice, and of expanding the framework to five other cities across the country through either technical or implementation assistance","$3,500,000"
913,https://www.rockefellerfoundation.org/grant/grant-center-for-effective-philanthropy-2015-5/,Center for Effective Philanthropy 2015,"in general support of its mission to provide data and create insight so philanthropic funders can better define, assess and improve their effectiveness and impact","$500,000"
914,https://www.rockefellerfoundation.org/grant/grant-2015-452/,2015,in support of advancing management resilience and employment in African “Platform” businesses by providing business and management learning opportunities,"$450,000"
915,https://www.rockefellerfoundation.org/grant/grant-university-of-toronto-2015-2/,University of Toronto 2015,for use by its Martin Prosperity Institute at the Rotman School of Management toward the costs of advancing the reach and application of its Global Solution Networks program and of conducting new research on the role of philanthropy in orchestrating resilient networks,"$125,000"
916,https://www.rockefellerfoundation.org/grant/grant-2015-407/,2015,"toward the costs of planning and evaluating the City of New York’s “Health Access for All” program, a demonstration project to test the provision of health care access to low-income adults who are ineligible for public health insurance","$1,200,000"
917,https://www.rockefellerfoundation.org/grant/grant-2015-471/,2015,in support of the research and analysis of green infrastructure value chains which may impact the resilience value of projects,"$233,131"
918,https://www.rockefellerfoundation.org/grant/grant-2015-395/,2015,in support of developing demonstration projects to promote the use of financial aggregation solutions for green projects in developing countries,"$510,000"
919,https://www.rockefellerfoundation.org/grant/grant-2015-418/,2015,"in support of activities designed to transition the Asian blue swimming crab fisheries toward sustainable, responsible production by scaling the Fisheries Improvement Project model for benefitting small-scale fisheries in Indonesia and globally","$2,200,000"
920,https://www.rockefellerfoundation.org/grant/grant-2015-463/,2015,in support of developing guidance for investors on how to integrate water risks into their decision-making practices in an effort to encourage the stewardship of water resources by large companies,"$200,000"
921,https://www.rockefellerfoundation.org/grant/grant-2015-244/,2015,"in support of creating a platform for aggregating social-impact driven reporting on social and environmental challenges and making it accessible to university professors and students, the philanthropic and social sectors, and the general public","$500,000"
922,https://www.rockefellerfoundation.org/grant/grant-new-venture-fund-2015-7/,New Venture Fund 2015,for use by its Colorado River Sustainability Campaign toward the costs of developing three coordinated projects to advance sustainable water management in the Lower Colorado River Basin,"$300,000"
923,https://www.rockefellerfoundation.org/grant/grant-2015-470/,2015,"in support of Resilience Academies for the Resilience AmeriCorps VISTAs program, as well as the development of an updated online curriculum for The Resilience Age website","$469,000"
924,https://www.rockefellerfoundation.org/grant/grant-2015-398/,impactXdesign LLC 2015,in support of a comprehensive study on the role of personal health technologies in advancing health for the urban working poor,"$170,000"
925,https://www.rockefellerfoundation.org/grant/grant-2015-392/,The Global Development Incubator 2015,"for use by its Initiative for Smallholder Finance in support of exploring the feasibility of an alternative, technology-driven financing mechanism to provide low-cost supply chain financing as an incentive for meeting environmental, labor and safety standards","$220,000"
926,https://www.rockefellerfoundation.org/grant/grant-2015-468/,2015,toward the costs of a project to ensure the sustainability of the Louisiana Delta by applying the Resilience by Design methodology to a collaborative planning process with coastal communities,"$315,000"
927,https://www.rockefellerfoundation.org/grant/grant-world-bank-2015-2/,World Bank 2015,"in support of exploring preliminary options for the institutional, financial, and operational design of a regional risk financing facility in South and Southeast Asia","$530,000"
928,https://www.rockefellerfoundation.org/grant/grant-2015-229/,Duke University 2015,for use by its Nicholas Institute for Environmental Policy Solutions toward the costs of developing  a global blueprint for allocating and managing water sustainably,"$399,985"
929,https://www.rockefellerfoundation.org/grant/grant-ideo-org-2015-4/,IDEO.org 2015,"in support of developing and prototyping a strategy to build innovation capacity in organizations that serve poor and vulnerable populations, including Rockefeller Foundation grantees and partners","$640,000"
930,https://www.rockefellerfoundation.org/grant/grant-new-york-university-2015/,2015,"for use by the Institute of Knowledge in support of its Resilient Cities by Design project, which will partner with members of the 100 Resilient Cities network to orchestrate processes and competitions based on the Rebuild by Design model","$1,400,000"
932,https://www.rockefellerfoundation.org/grant/grant-2015-448/,2015,for use by its Department of Anthropology and Center for Human Evolution and Diversity in support of providing technological support to students participating in the “Finding Your Roots: Using Personalized Genetics and Genealogy Approach to Foster Interest and Participation in the Health Sciences in Middle School-aged Youth” summer camps,"$167,676"
933,https://www.rockefellerfoundation.org/grant/grant-ideo-org-2015-3/,IDEO.org 2015,in support of the fourth iteration of the Amplify Challenge – an ideas competition that will solicit innovative approaches for building resilience to climate change in urban slum communities across the Sahel and Southeast Asia,"$1,005,931"
934,https://www.rockefellerfoundation.org/grant/grant-world-economic-forum-2015-3/,World Economic Forum 2015,"toward the costs of bringing the benefit of innovative solutions to today’s most pressing global challenges through its Long Term Investing, Infrastructure and Development, Employment, Skills and Human Capital, and Food Security and Agriculture programs","$1,125,000"
935,https://www.rockefellerfoundation.org/grant/grant-2015-485/,2015,"toward the costs of a project to conduct a non-partisan analysis, propose policy reforms and convene leaders, policymakers, investors, researchers, and other actors to boost energy generation and access in Sub-Saharan Africa","$150,000"
936,https://www.rockefellerfoundation.org/grant/grant-the-new-school-2015/,2015,"in support of producing an online publication of the proceedings of the symposium on “The École Libre and its Legacy” to be held in Paris, France, October 2016","$25,000"
937,https://www.rockefellerfoundation.org/grant/grant-2015-502/,2015,in support of identifying early signals of dynamism and emerging patterns around social impact issues,"$100,000"
938,https://www.rockefellerfoundation.org/grant/grant-2015-446/,2015,in support of a project to develop guidelines for implementing India’s new Corporate Social Responsibility Mandate through building collaborative platforms to address strategic social and development challenges and testing the feasibility for such platforms in the energy access and rural enterprise promotion sector,"$253,058"
939,https://www.rockefellerfoundation.org/grant/grant-2015-417/,2015,toward the costs of activities designed to develop a market for responsible seafood by scaling fair trade principles to other seafood commodities,"$2,200,000"
940,https://www.rockefellerfoundation.org/grant/grant-center-for-american-progress-2015/,Center for American Progress 2015,in support of developing new analytics and concrete policy proposals to ensure that economic inclusion is at the center of the U.S. public policy debate,"$900,000"
941,https://www.rockefellerfoundation.org/grant/grant-2015-449/,2015,"toward the costs of continuing its “New World Connect” program, a sustainable, virtual music education community for middle and high school students","$250,000"
942,https://www.rockefellerfoundation.org/grant/grant-acumen-fund-inc-2015-3/,"Acumen Fund, Inc. 2015","in support of market research to better understand the gaps in the off-grid energy sector value chain and common barriers to scaling energy access encountered by private sector companies, in order to create a fund for investing in energy access for rural communities in Kenya and Rwanda","$150,000"
943,https://www.rockefellerfoundation.org/grant/grant-2015-462/,2015,"toward the costs of promoting the systematic and transparent incorporation of environmental, social and governance factors into credit ratings in order to develop a more economically efficient and socially sustainable system","$399,840"
944,https://www.rockefellerfoundation.org/grant/grant-2015-203/,2015,"for use by its Indonesia office toward the costs of organizing a final learning event in 2016 that will enable partners to collectively reflect on learnings from the Asian Cities Climate Change Resilience Network (ACCCRN) initiative, strengthen the network, and celebrate its achievements while highlighting new directions for the Foundation’s resilience work","$300,000"
945,https://www.rockefellerfoundation.org/grant/grant-2015-423/,2015,"in support of ""The Great Thanksgiving Listen,"" a project and supporting toolkit that will enable students of all backgrounds to record and preserve an interview with a grandparent or elder on the weekend after Thanksgiving","$50,000"
946,https://www.rockefellerfoundation.org/grant/grant-2015-231/,2015,in support of developing the Community Water Trust concept for the benefit of freshwater ecosystems and river-dependent communities in Texas and Chile,"$400,000"
947,https://www.rockefellerfoundation.org/grant/grant-2015-501/,2015,"in support of conducting research to identify global problems and opportunities, and assess their urgency, degree of dynamism and potential for innovative intervention","$298,000"
948,https://www.rockefellerfoundation.org/grant/grant-2015-414/,2015,in support of an advocacy action plan to foster the implementation of the African Union’s gender commitments for the 2015 Year of the Woman initiative,"$200,000"
949,https://www.rockefellerfoundation.org/grant/grant-2015-476/,2015,"toward the costs of piloting Resilience AmeriCorps, a program to address social and environmental resilience challenges in ten U.S. cities","$1,300,000"
